,FireRating,Area,Structural,Unconnected_Height,Volume,Width
0,3,0.16054147398664204,0.0,0.44472361809045224,0.24920872491877316,0.3592964824120603
1,5,0.926001584090262,1.0,0.635678391959799,0.9417524296922517,0.9447236180904522
2,3,0.16590057632678093,0.0,0.16080402010050251,0.27243088471204757,0.5778894472361809
3,2,0.23746428064370118,0.0,0.27777804075043006,0.28694063038720824,0.31658291457286436
4,5,0.4942628620511027,1.0,0.8115577889447236,0.6172251448138232,0.8542713567839196
5,3,0.6474194906720621,0.0,0.8115577889447236,0.6570911416723709,0.5778894472361809
6,3,0.7906537836185048,0.0,0.635678391959799,0.7887291865271879,0.5778894472361809
7,3,0.9209015657218123,0.0,0.9623115577889447,0.8848642842077568,0.5778894472361809
8,3,0.8466635942343106,0.0,0.635678391959799,0.8294839227864355,0.5778894472361809
9,5,0.36361206063739127,0.0,0.28058712401367647,0.1557149047701162,0.09045226130653267
10,3,0.36286219235790307,0.0,0.1934673366834171,0.43486858817814106,0.5778894472361809
11,3,0.37297988913868313,0.0,0.542713567839196,0.44136787433395763,0.5778894472361809
12,3,0.5038156525460113,0.0,0.22110552763819097,0.5432882394035391,0.5778894472361809
13,5,0.689607405890806,1.0,0.8115577889447236,0.7761725377395987,0.8542713567839196
14,3,0.5054549901077177,0.0,0.11907707153557553,0.545042858402203,0.5778894472361809
15,3,0.462439315081446,0.0,0.4824120603015075,0.5098844295712679,0.5778894472361809
16,3,0.9101232289714045,0.0,0.542713567839196,0.8740639019770022,0.5778894472361809
17,0,0.3466044480639062,0.0,0.1457286432160804,0.21076109493541254,0.12060301507537688
18,3,0.5099504088118301,0.0,0.8115577889447236,0.5499066535222943,0.5778894472361809
19,3,0.7205632964091108,0.0,0.8115577889447236,0.7277728929597952,0.5778894472361809
20,3,0.04923406041226752,0.0,0.44472361809045224,0.13688370879391748,0.3592964824120603
21,3,0.6917756973525694,0.0,0.3693467336683417,0.6972434905098768,0.5778894472361809
22,3,0.1605414434321105,0.0,0.44472361809045224,0.24920863919478536,0.3592964824120603
23,3,0.7715620075162957,0.0,0.8115577889447236,0.7742489281906018,0.5778894472361809
24,3,0.18845042322308528,0.0,0.542713567839196,0.28634731788341516,0.5778894472361809
25,3,0.7157205539586163,0.0,0.8115577889447236,0.7153380035733387,0.5778894472361809
26,3,0.6932709955328566,0.0,0.9623115577889447,0.6990438771395527,0.5778894472361809
27,3,0.8525287376304301,0.0,0.8115577889447236,0.8339119510698508,0.5778894472361809
28,0,0.1294550272716974,0.0,0.15106020118742527,0.10735939188252877,0.12060301507537688
29,2,0.12639334078009232,0.0,0.14807687769164132,0.1737455243826163,0.2512562814070352
30,5,0.03015075376884422,0.0,0.35175879396984927,0.07543922808881202,0.28391959798994976
31,5,0.46323183275009255,0.0,0.31658291457286436,0.14866762219069177,0.06532663316582915
32,2,0.015132371458972805,0.0,0.44472361809045224,0.05383519503490671,0.2512562814070352
33,5,0.050280976896929605,0.0,0.007537688442211055,0.08058105401843044,0.2085427135678392
34,3,0.45802028831603747,0.0,0.44472361809045224,0.5071269706096624,0.5778894472361809
35,0,0.5605047586393386,0.0,0.18390459761494038,0.3627527906079809,0.12060301507537688
36,3,0.7939800859048237,0.0,0.9623115577889447,0.7904323523552178,0.5778894472361809
37,3,0.17459485788133836,0.0,0.21916707355532206,0.2770077056231499,0.5778894472361809
38,4,0.023476409273472325,0.0,0.10546915451981927,0.11224278121082994,0.8165829145728642
39,5,0.759968189768236,0.0,0.0975647922337894,0.8022242449371025,0.825262677021471
40,3,0.5961959419914588,0.0,0.8115577889447236,0.6110368074505935,0.5778894472361809
41,3,0.7695407123173846,0.0,0.9623115577889447,0.7728412050441386,0.5778894472361809
42,0,0.20648315179986393,0.0,0.10625808261658477,0.1376136621615507,0.12060301507537688
43,0,0.385837629886128,0.0,0.3869346733668342,0.30487797347059503,0.18592964824120603
44,2,0.14526416175351484,0.0,0.542713567839196,0.18635937466365204,0.2512562814070352
45,3,0.919375376170936,0.0,0.8115577889447236,0.8826917605099559,0.5778894472361809
46,0,0.5553662504290251,0.0,0.20603015075376885,0.35853687649447863,0.12060301507537688
47,5,0.6709877818730664,1.0,0.6130653266331658,0.8881847975134228,0.9447236180904522
48,5,0.11372436483642756,0.0,0.05778894472361809,0.026222586639046933,0.0
49,3,0.691965718984986,0.0,0.542713567839196,0.6974273404898439,0.5778894472361809
50,3,0.774941915309739,0.0,0.542713567839196,0.7737833291230619,0.5778894472361809
51,5,0.843164084027675,1.0,0.8115577889447236,0.884209809702235,0.8542713567839196
52,0,0.39698492232446647,0.0,0.3869346733668342,0.3125894047290507,0.18592964824120603
53,3,0.5705606268164197,0.0,0.635678391959799,0.593943557451602,0.5778894472361809
54,3,0.08907531985941826,0.0,0.31658291457286436,0.2010099044181714,0.5778894472361809
55,5,0.8494271421755477,1.0,0.635678391959799,0.9099643590975779,0.9020100502512562
56,3,0.8743718592964824,0.0,0.635678391959799,0.9088515246522704,0.8844221105527639
57,3,0.8277231992707599,0.0,0.5991739794158366,0.8167930162940644,0.5778894472361809
58,5,0.7587409893676851,1.0,0.8115577889447236,0.8281949791759752,0.8542713567839196
59,5,0.41872964888015307,0.0,0.13271187616454763,0.2744552053619311,0.15577889447236182
60,3,0.69608125646258,0.0,0.9623115577889447,0.7031971285928679,0.5778894472361809
61,5,0.9662570170079637,1.0,0.6783919597989949,0.9749454013358501,1.0
62,5,0.36949816765084925,0.0,0.4064070351758794,0.22458176426620188,0.12060301507537688
63,5,0.24349910843997866,0.0,0.12760773564793665,0.06550236430546291,0.0
64,3,0.5821912346936896,0.0,0.2361809045226131,0.5995555817714481,0.5778894472361809
65,3,0.8351260313157561,0.0,0.542713567839196,0.8217177794489138,0.5778894472361809
66,5,0.3040648637218783,0.0,0.31658291457286436,0.08604875482951904,0.06532663316582915
67,3,0.021261253478569615,0.0,0.39861186827861167,0.07123450148229442,0.2911138087440951
68,3,0.059302272783833335,0.0,0.032663316582914576,0.17029512563448398,0.5778894472361809
69,5,0.9035363868823457,1.0,0.8115577889447236,0.9174189503439915,0.9020100502512562
70,3,0.5012367413827086,0.0,0.9623115577889447,0.540603864165392,0.5778894472361809
71,3,0.7808330882364147,0.0,0.635678391959799,0.8756971632282998,0.8844221105527639
72,3,0.8214910719281872,0.0,0.8115577889447236,0.8134679912955154,0.5778894472361809
73,5,0.14962771845953532,1.0,0.8115577889447236,0.41122286741294956,0.9221105527638191
74,3,0.5370080019367686,0.0,0.635678391959799,0.553095057810426,0.3592964824120603
75,5,0.2958895438313166,0.0,0.12760773564793665,0.07736957484107061,0.0
76,3,0.16495193810025124,0.0,0.44472361809045224,0.25339127995195193,0.3592964824120603
77,5,0.5379261464657923,1.0,0.609936474826965,0.5814737181175349,0.7914572864321608
78,5,0.2557691578529195,0.0,0.0814070351758794,0.30266833956365785,0.31658291457286436
79,3,0.8628288830968803,0.0,0.8115577889447236,0.8241558982138818,0.3592964824120603
80,3,0.3422211443245339,0.0,0.44472361809045224,0.4014104496915559,0.3592964824120603
81,3,0.6351057256526148,0.0,0.6027260684171151,0.5423441996750838,0.2512562814070352
82,0,0.30339446814029514,0.0,0.8115577889447236,0.18766550315056935,0.12060301507537688
83,3,0.6522253915032798,0.0,0.542713567839196,0.6629752002463193,0.5778894472361809
84,3,0.8393967092289286,0.0,0.8115577889447236,0.824830028920351,0.5778894472361809
85,5,0.9760179120575775,1.0,0.46733668341708545,0.9790415584204256,1.0
86,3,0.4489800513462837,0.0,0.44472361809045224,0.4782260139617051,0.3592964824120603
87,5,0.5900124762703295,1.0,0.0879396984924623,0.4413958566707682,0.18592964824120603
88,3,0.46747852778498494,0.0,0.542713567839196,0.45136938112031594,0.3592964824120603
89,5,0.8804818755583572,1.0,0.635678391959799,0.913683649609491,0.9020100502512562
90,5,0.22621936384331018,0.0,0.05778894472361809,0.062063271701614194,0.0
91,3,0.8076160159958287,0.0,0.8115577889447236,0.8034554032692707,0.5778894472361809
92,3,0.7340231109010984,0.0,0.6783919597989949,0.741919699367708,0.5778894472361809
93,5,0.3023303774640466,0.0,0.0440845001707567,0.45061572316228155,0.8542713567839196
94,5,0.632050592541942,0.0,0.4787011982991883,0.2214060726518695,0.06532663316582915
